Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,Suborganization Name,commit_datetime,commit_date
glri.gov,Federal - Executive,,Environmental Protection Agency,Chicago,IL,Infosec@epa.gov,changed_new,US EPA Region 5,2026-01-10 06:12:23+00:00,1768025543
relocatefeds.gov,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Cincinnati,OH,infosec@epa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
relocatefeds.gov,Federal - Executive,,Environmental Protection Agency,Cincinnati,OH,infosec@epa.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
sustainability.gov,Federal - Executive,Environmental Protection Agency,Office of Federal Sustainability,Washington,DC,infosec@epa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
sustainability.gov,Federal - Executive,,Environmental Protection Agency,Washington,DC,infosec@epa.gov,changed_new,Office of Federal Sustainability,2026-01-10 06:12:23+00:00,1768025543
urbanwaters.gov,Federal - Executive,Environmental Protection Agency,Environmental Protection Agency,Washington,DC,infosec@epa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
urbanwaters.gov,Federal - Executive,,Environmental Protection Agency,Washington,DC,infosec@epa.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
eeoc.gov,Federal - Executive,Equal Employment Opportunity Commission,Equal Employment Opportunity Commission,Washington,DC,vdp.disclosure@eeoc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
eeoc.gov,Federal - Executive,,Equal Employment Opportunity Commission,Washington,DC,vdp.disclosure@eeoc.gov,changed_new,Equal Employment Opportunity Commission,2026-01-10 06:12:23+00:00,1768025543
abd.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
abd.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
ai.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ai.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of Science and Technology Policy,2026-01-10 06:12:23+00:00,1768025543
americabydesign.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
americabydesign.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
budget.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
budget.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of Management and Budget,2026-01-10 06:12:23+00:00,1768025543
coronavirus.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
coronavirus.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
covid.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
covid.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
covidtest.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
covidtest.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
covidtests.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
covidtests.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
creators.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
creators.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
crypto.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
crypto.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
dei.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
dei.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
deregulation.gov,Federal - Executive,Executive Office of the President,DOGE,Washington,DC,dl.eop.cloud@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
deregulation.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloud@eop.gov,changed_new,Department of Government Efficiency,2026-01-10 06:12:23+00:00,1768025543
doge.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
doge.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Department of Government Efficiency,2026-01-10 06:12:23+00:00,1768025543
earmarks.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
earmarks.gov,Federal - Executive,,Executive Office of the President,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,Office of Management and Budget,2026-01-10 06:12:23+00:00,1768025543
eop.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
eop.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of Administration,2026-01-10 06:12:23+00:00,1768025543
itrd.gov,Federal - Executive,Executive Office of the President,Office of Science and Technology Policy,Washington,DC,security@nitrd.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
itrd.gov,Federal - Executive,,Executive Office of the President,Washington,DC,security@nitrd.gov,changed_new,Office of Science and Technology Policy,2026-01-10 06:12:23+00:00,1768025543
maha.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
maha.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
max.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
max.gov,Federal - Executive,,Executive Office of the President,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,Office of Management and Budget,2026-01-10 06:12:23+00:00,1768025543
merrychristmas.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
merrychristmas.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
nano.gov,Federal - Executive,Executive Office of the President,National Nanotechnology Coordination Office,ALEXANDRIA,VA,security@nnco.nano.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nano.gov,Federal - Executive,,Executive Office of the President,Washington,DC,security@nnco.nano.gov,changed_new,Office of Science and Technology Policy,2026-01-10 06:12:23+00:00,1768025543
nds.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nds.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
ndstudio.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ndstudio.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
nepa.gov,Federal - Executive,Executive Office of the President,Council on Environmental Quality,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nepa.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Council on Environmental Quality,2026-01-10 06:12:23+00:00,1768025543
omb.gov,Federal - Executive,Executive Office of the President,Office of Management and Budget,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
omb.gov,Federal - Executive,,Executive Office of the President,Washington,DC,DL.OMB.NetSecurity@omb.eop.gov,changed_new,Office of Management and Budget,2026-01-10 06:12:23+00:00,1768025543
ondcp.gov,Federal - Executive,Executive Office of the President,Office of National Drug Control Policy,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ondcp.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of National Drug Control Policy,2026-01-10 06:12:23+00:00,1768025543
ostp.gov,Federal - Executive,Executive Office of the President,Office of Science and Technology Policy - White House,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ostp.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of Science and Technology Policy,2026-01-10 06:12:23+00:00,1768025543
pci.gov,Federal - Executive,Executive Office of the President,Presidential Community of Interest,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
pci.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
pitc.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
pitc.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
pitctestdomain.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
pitctestdomain.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
quantum.gov,Federal - Executive,Executive Office of the President,National Quantum Coordination Office (NQCO),Washington,DC,baranyuk@nitrd.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
quantum.gov,Federal - Executive,,Executive Office of the President,Washington,DC,baranyuk@nitrd.gov,changed_new,Office of Science and Technology Policy,2026-01-10 06:12:23+00:00,1768025543
realfood.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
realfood.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
safedc.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
safedc.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
techforce.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
techforce.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,,2026-01-10 06:12:23+00:00,1768025543
trumpcard.gov,Federal - Executive,Executive Office of the President,DOGE,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
trumpcard.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Department of Government Efficiency,2026-01-10 06:12:23+00:00,1768025543
trumprx.gov,Federal - Executive,Executive Office of the President,,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
trumprx.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
usdigitalservice.gov,Federal - Executive,Executive Office of the President,United States Digital Service,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
usdigitalservice.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Department of Government Efficiency,2026-01-10 06:12:23+00:00,1768025543
usds.gov,Federal - Executive,Executive Office of the President,United States Digital Service,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
usds.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Department of Government Efficiency,2026-01-10 06:12:23+00:00,1768025543
ustr.gov,Federal - Executive,Executive Office of the President,United States Trade Representative,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ustr.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,Office of the United States Trade Representative,2026-01-10 06:12:23+00:00,1768025543
waste.gov,Federal - Executive,Executive Office of the President,White House Office,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
waste.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
whcs.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
whcs.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
whes.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
whes.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,,2026-01-10 06:12:23+00:00,1768025543
wh.gov,Federal - Executive,Executive Office of the President,Office of Administration,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
wh.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
whitehouse.gov,Federal - Executive,Executive Office of the President,White House,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
whitehouse.gov,Federal - Executive,,Executive Office of the President,Washington,DC,dl.eop.cloudadmin@eop.gov,changed_new,White House Office,2026-01-10 06:12:23+00:00,1768025543
whms.gov,Federal - Executive,Executive Office of the President,Executive Office of the President,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
whms.gov,Federal - Executive,,Executive Office of the President,Washington,DC,(blank),changed_new,,2026-01-10 06:12:23+00:00,1768025543
exim.gov,Federal - Executive,Export-Import Bank of the United States,Export-Import Bank of the United States,Washington,DC,soc_alerts@exim.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
exim.gov,Federal - Executive,,Export-Import Bank of the United States,Washington,DC,soc_alerts@exim.gov,changed_new,Export-Import Bank of the United States,2026-01-10 06:12:23+00:00,1768025543
fca.gov,Federal - Executive,Farm Credit Administration,Office of Information Technology,McLean,VA,security_vdp@fca.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fca.gov,Federal - Executive,,Farm Credit Administration,McLean,VA,security_vdp@fca.gov,changed_new,Office of Information Technology,2026-01-10 06:12:23+00:00,1768025543
fcsic.gov,Federal - Executive,Farm Credit Administration,Farm Credit System Insurance Corporation,McLean,VA,securityvdp@fcsic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fcsic.gov,Federal - Executive,,Farm Credit Administration,McLean,VA,securityvdp@fcsic.gov,changed_new,Farm Credit System Insurance Corporation,2026-01-10 06:12:23+00:00,1768025543
accedeainternet.gov,Federal - Executive,Federal Communications Commission,Federal Communications Commission,Washington,DC,NSOC-monitor@fcc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
accedeainternet.gov,Federal - Executive,,Federal Communications Commission,Washington,DC,NSOC-monitor@fcc.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
acpbenefit.gov,Federal - Executive,Federal Communications Commission,Office of the Managing Director,Washington,DC,nsoc-monitor@fcc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
acpbenefit.gov,Federal - Executive,,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
broadbandmap.gov,Federal - Executive,Federal Communications Commission,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
broadbandmap.gov,Federal - Executive,,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fcc.gov,Federal - Executive,Federal Communications Commission,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fcc.gov,Federal - Executive,,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
getinternet.gov,Federal - Executive,Federal Communications Commission,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
getinternet.gov,Federal - Executive,,Federal Communications Commission,Washington,DC,nsoc-monitor@fcc.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fdicconnect.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Arlington,VA,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fdicconnect.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fdic.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Arlington,VA,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fdic.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fdicig.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Arlington,VA,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fdicig.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fdicoig.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Washington,DC,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fdicoig.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
myfdic.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Arlington,VA,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
myfdic.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
ofia.gov,Federal - Executive,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Arlington,VA,NetworkOps@fdic.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ofia.gov,Federal - Executive,,Federal Deposit Insurance Corporation,Arlington,DC,NetworkOps@fdic.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fec.gov,Federal - Executive,Federal Election Commission,Federal Election Commission,Washington,DC,FECSec@fec.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fec.gov,Federal - Executive,,Federal Election Commission,Washington,DC,FECSec@fec.gov,changed_new,Federal Election Commission,2026-01-10 06:12:23+00:00,1768025543
ferc.gov,Federal - Executive,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,Washington,DC,soc@ferc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ferc.gov,Federal - Executive,,Federal Energy Regulatory Commission,Washington,DC,soc@ferc.gov,changed_new,Federal Energy Regulatory Commission,2026-01-10 06:12:23+00:00,1768025543
fhfa.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fhfa.gov,Federal - Executive,,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov,changed_new,Federal Housing Finance Agency,2026-01-10 06:12:23+00:00,1768025543
fhfaoig.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency Office of Inspector General ,Washington,DC,ReportAbuse@fhfaoig.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fhfaoig.gov,Federal - Executive,,Federal Housing Finance Agency,Washington,DC,ReportAbuse@fhfaoig.gov,changed_new,Federal Housing Finance Agency Office of Inspector General ,2026-01-10 06:12:23+00:00,1768025543
mortgagetranslations.gov,Federal - Executive,Federal Housing Finance Agency,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
mortgagetranslations.gov,Federal - Executive,,Federal Housing Finance Agency,Washington,DC,domainsecurity@fhfa.gov,changed_new,Federal Housing Finance Agency,2026-01-10 06:12:23+00:00,1768025543
flra.gov,Federal - Executive,Federal Labor Relations Authority,Federal Labor Relations Authority,Washington,DC,itsec@flra.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
flra.gov,Federal - Executive,,Federal Labor Relations Authority,Washington,DC,itsec@flra.gov,changed_new,Federal Labor Relations Authority,2026-01-10 06:12:23+00:00,1768025543
fmc.gov,Federal - Executive,Federal Maritime Commission,Federal Maritime Commission,Washington,DC,oit-maritime@fmc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fmc.gov,Federal - Executive,,Federal Maritime Commission,Washington,DC,oit-maritime@fmc.gov,changed_new,Federal Maritime Commission,2026-01-10 06:12:23+00:00,1768025543
adr.gov,Federal - Executive,Federal Mediation and Conciliation Service,Office of Conflict Management and Prevention,Washington,DC,security@fmcs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
adr.gov,Federal - Executive,,Federal Mediation and Conciliation Service,Washington,DC,security@fmcs.gov,changed_new,Office of Conflict Management and Prevention,2026-01-10 06:12:23+00:00,1768025543
fmcs.gov,Federal - Executive,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,Washington,DC,security@fmcs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fmcs.gov,Federal - Executive,,Federal Mediation and Conciliation Service,Washington,DC,security@fmcs.gov,changed_new,Federal Mediation and Conciliation Service,2026-01-10 06:12:23+00:00,1768025543
fmshrc.gov,Federal - Executive,Federal Mine Safety and Health Review Commission,Federal Mine Safety & Health Review Commission,Washington,DC,ITSecurity@fmshrc.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fmshrc.gov,Federal - Executive,,Federal Mine Safety and Health Review Commission,Washington,DC,ITSecurity@fmshrc.gov,changed_new,Federal Mine Safety & Health Review Commission,2026-01-10 06:12:23+00:00,1768025543
fpisc.gov,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,,,gsa-vulnerability-reports@gsa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fpisc.gov,Federal - Executive,,Federal Permitting Improvement Steering Council,,,gsa-vulnerability-reports@gsa.gov,changed_new,Federal Permitting Improvement Steering Council,2026-01-10 06:12:23+00:00,1768025543
permitting.gov,Federal - Executive,Federal Permitting Improvement Steering Council,Federal Permitting Improvement Steering Council,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
permitting.gov,Federal - Executive,,Federal Permitting Improvement Steering Council,Washington,DC,gsa-vulnerability-reports@gsa.gov,changed_new,Federal Permitting Improvement Steering Council,2026-01-10 06:12:23+00:00,1768025543
billetes.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
billetes.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fbiic.gov,Federal - Executive,Federal Reserve Board of Governors,The Financial and Banking Information Infrastructure Committee,Washington,DC,charles.b.young@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fbiic.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_new,The Financial and Banking Information Infrastructure Committee,2026-01-10 06:12:23+00:00,1768025543
federalreserveconsumerhelp.gov,Federal - Executive,Federal Reserve Board of Governors,Board of Governors of the Federal Reserve,Washington,DC,charles.b.young@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
federalreserveconsumerhelp.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_new,Board of Governors of the Federal Reserve,2026-01-10 06:12:23+00:00,1768025543
federalreserve.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Bank,Washington,DC,charles.b.young@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
federalreserve.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_new,Federal Reserve Bank,2026-01-10 06:12:23+00:00,1768025543
fedezfile.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
fedezfile.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,(blank),changed_new,,2026-01-10 06:12:23+00:00,1768025543
fedpartnership.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fedpartnership.gov,Federal - Executive,,Federal Reserve Board of Governors,Washington,DC,charles.b.young@frb.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
fedres.gov,Federal - Executive,Federal Reserve Board of Governors,Federal Reserve Board of Governors,Washington,DC,external.incident.reporting@frb.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
